Epoch Time (s),VP State,Steering Control Mode,Thrust Control Mode,Control Plan State,Alarm ID,Alarm Message,Alarm State,Event ID,Event Message
1473958547.408539,5,0,0,0,,,,,
1473958548.408537,5,0,0,0,,,,,
1473958549.408534,5,0,0,0,,,,,
1473958550.408559,5,0,0,0,,,,,
1473958551.408534,5,0,0,0,,,,,
1473958552.408833,5,0,0,0,,,,,
1473958553.408534,5,0,0,0,,,,,
1473958554.410428,5,0,0,0,,,,,
1473958555.409711,5,0,0,0,,,,,
1473958556.409230,5,0,0,0,,,,,
1473958557.410274,5,0,0,0,,,,,
1473958558.408737,5,0,0,0,,,,,
1473958559.408999,5,0,0,0,,,,,
1473958560.408546,5,0,0,0,,,,,
1473958561.408935,5,0,0,0,,,,,
1473958562.409052,5,0,0,0,,,,,
1473958563.408544,5,0,0,0,,,,,
1473958564.408540,5,0,0,0,,,,,
1473958565.083136,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958565.116716,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958565.408539,5,0,0,0,,,,,
1473958566.408550,5,0,0,0,,,,,
1473958567.116446,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958567.135638,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958567.408567,5,0,0,0,,,,,
1473958568.408852,5,0,0,0,,,,,
1473958569.408666,5,0,0,0,,,,,
1473958570.408542,5,0,0,0,,,,,
1473958571.110757,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958571.244165,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958571.408564,5,0,0,0,,,,,
1473958572.408550,5,0,0,0,,,,,
1473958573.243217,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958573.408532,5,0,0,0,,,,,
1473958574.412146,5,0,0,0,,,,,
1473958574.665917,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958575.408538,5,0,0,0,,,,,
1473958576.408535,5,0,0,0,,,,,
1473958576.666617,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958577.409909,5,0,0,0,,,,,
1473958578.132797,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958578.408547,5,0,0,0,,,,,
1473958579.408540,5,0,0,0,,,,,
1473958580.408552,5,0,0,0,,,,,
1473958581.408534,5,0,0,0,,,,,
1473958582.408728,5,0,0,0,,,,,
1473958583.408542,5,0,0,0,,,,,
1473958584.408536,5,0,0,0,,,,,
1473958585.408534,5,0,0,0,,,,,
1473958586.408550,5,0,0,0,,,,,
1473958587.409166,5,0,0,0,,,,,
1473958588.408587,5,0,0,0,,,,,
1473958589.183216,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958589.408530,5,0,0,0,,,,,
1473958590.111198,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958590.408623,5,0,0,0,,,,,
1473958591.411397,5,0,0,0,,,,,
1473958592.411120,5,0,0,0,,,,,
1473958593.408735,5,0,0,0,,,,,
1473958594.410386,5,0,0,0,,,,,
1473958595.408651,5,0,0,0,,,,,
1473958596.409326,5,0,0,0,,,,,
1473958597.408940,5,0,0,0,,,,,
1473958598.408534,5,0,0,0,,,,,
1473958599.408551,5,0,0,0,,,,,
1473958600.409089,5,0,0,0,,,,,
1473958601.081635,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958601.408989,5,0,0,0,,,,,
1473958602.100553,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958602.408560,5,0,0,0,,,,,
1473958603.409076,5,0,0,0,,,,,
1473958604.100041,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958604.361702,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958604.410751,5,0,0,0,,,,,
1473958605.408694,5,0,0,0,,,,,
1473958606.408761,5,0,0,0,,,,,
1473958607.408887,5,0,0,0,,,,,
1473958608.408551,5,0,0,0,,,,,
1473958609.408910,5,0,0,0,,,,,
1473958610.408532,5,0,0,0,,,,,
1473958611.408548,5,0,0,0,,,,,
1473958612.408613,5,0,0,0,,,,,
1473958613.408604,5,0,0,0,,,,,
1473958614.408540,5,0,0,0,,,,,
1473958615.408576,5,0,0,0,,,,,
1473958616.411057,5,0,0,0,,,,,
1473958617.408558,5,0,0,0,,,,,
1473958618.408547,5,0,0,0,,,,,
1473958619.408554,5,0,0,0,,,,,
1473958620.408542,5,0,0,0,,,,,
1473958621.408554,5,0,0,0,,,,,
1473958622.408996,5,0,0,0,,,,,
1473958623.408563,5,0,0,0,,,,,
1473958624.408661,5,0,0,0,,,,,
1473958625.408723,5,0,0,0,,,,,
1473958626.408836,5,0,0,0,,,,,
1473958627.408534,5,0,0,0,,,,,
1473958628.408832,5,0,0,0,,,,,
1473958629.408555,5,0,0,0,,,,,
1473958630.408546,5,0,0,0,,,,,
1473958631.409284,5,0,0,0,,,,,
1473958632.409103,5,0,0,0,,,,,
1473958633.074529,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958633.408529,5,0,0,0,,,,,
1473958634.081314,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958634.408612,5,0,0,0,,,,,
1473958635.408548,5,0,0,0,,,,,
1473958636.408533,5,0,0,0,,,,,
1473958637.408542,5,0,0,0,,,,,
1473958638.408539,5,0,0,0,,,,,
1473958639.408866,5,0,0,0,,,,,
1473958640.409425,5,0,0,0,,,,,
1473958641.408566,5,0,0,0,,,,,
1473958642.073943,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958642.136149,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958642.408540,5,0,0,0,,,,,
1473958643.408765,5,0,0,0,,,,,
1473958644.410631,5,0,0,0,,,,,
1473958645.408555,5,0,0,0,,,,,
1473958646.408540,5,0,0,0,,,,,
1473958647.408554,5,0,0,0,,,,,
1473958648.408599,5,0,0,0,,,,,
1473958649.408543,5,0,0,0,,,,,
1473958650.408610,5,0,0,0,,,,,
1473958651.409096,5,0,0,0,,,,,
1473958652.409279,5,0,0,0,,,,,
1473958653.408727,5,0,0,0,,,,,
1473958654.408769,5,0,0,0,,,,,
1473958655.408537,5,0,0,0,,,,,
1473958656.076665,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958656.408538,5,0,0,0,,,,,
1473958656.552029,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958657.408533,5,0,0,0,,,,,
1473958658.408997,5,0,0,0,,,,,
1473958659.408539,5,0,0,0,,,,,
1473958660.408532,5,0,0,0,,,,,
1473958661.408550,5,0,0,0,,,,,
1473958662.408538,5,0,0,0,,,,,
1473958662.532754,,,,,,,,WAYPOINT_REACHED,Waypoint Reached - ''
1473958662.533538,,,,,,,,WAYPOINT_REACHED,Waypoint Reached - ''
1473958663.079307,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958663.408968,5,0,0,0,,,,,
1473958664.408542,5,0,0,0,,,,,
1473958665.076106,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958665.409032,5,0,0,0,,,,,
1473958666.408957,5,0,0,0,,,,,
1473958667.075044,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958667.076446,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958667.408545,5,0,0,0,,,,,
1473958668.408546,5,0,0,0,,,,,
1473958669.080274,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958669.408534,5,0,0,0,,,,,
1473958670.408544,5,0,0,0,,,,,
1473958671.408536,5,0,0,0,,,,,
1473958672.086554,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958672.409251,5,0,0,0,,,,,
1473958673.408591,5,0,0,0,,,,,
1473958674.408534,5,0,0,0,,,,,
1473958675.409765,5,0,0,0,,,,,
1473958676.408544,5,0,0,0,,,,,
1473958677.408545,5,0,0,0,,,,,
1473958678.408678,5,0,0,0,,,,,
1473958679.408602,5,0,0,0,,,,,
1473958680.408947,5,0,0,0,,,,,
1473958681.080424,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958681.115582,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958681.408946,5,0,0,0,,,,,
1473958682.410677,5,0,0,0,,,,,
1473958683.408541,5,0,0,0,,,,,
1473958684.408553,5,0,0,0,,,,,
1473958685.075899,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958685.408538,5,0,0,0,,,,,
1473958686.408562,5,0,0,0,,,,,
1473958687.409062,5,0,0,0,,,,,
1473958688.081194,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958688.410748,5,0,0,0,,,,,
1473958689.409302,5,0,0,0,,,,,
1473958690.409549,5,0,0,0,,,,,
1473958691.409362,5,0,0,0,,,,,
1473958692.410223,5,0,0,0,,,,,
1473958693.074433,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958693.408711,5,0,0,0,,,,,
1473958694.408656,5,0,0,0,,,,,
1473958695.115398,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958695.408762,5,0,0,0,,,,,
1473958696.408676,5,0,0,0,,,,,
1473958697.408587,5,0,0,0,,,,,
1473958698.409742,5,0,0,0,,,,,
1473958699.408535,5,0,0,0,,,,,
1473958700.408534,5,0,0,0,,,,,
1473958701.408536,5,0,0,0,,,,,
1473958702.408602,5,0,0,0,,,,,
1473958703.082893,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958703.172724,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958703.410673,5,0,0,0,,,,,
1473958704.408709,5,0,0,0,,,,,
1473958705.408629,5,0,0,0,,,,,
1473958706.408532,5,0,0,0,,,,,
1473958707.408542,5,0,0,0,,,,,
1473958708.096018,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958708.408760,5,0,0,0,,,,,
1473958709.073628,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958709.408867,5,0,0,0,,,,,
1473958710.408557,5,0,0,0,,,,,
1473958711.408544,5,0,0,0,,,,,
1473958712.408967,5,0,0,0,,,,,
1473958713.408569,5,0,0,0,,,,,
1473958714.408645,5,0,0,0,,,,,
1473958715.408551,5,0,0,0,,,,,
1473958716.408975,5,0,0,0,,,,,
1473958717.408535,5,0,0,0,,,,,
1473958718.408532,5,0,0,0,,,,,
1473958719.408869,5,0,0,0,,,,,
1473958720.409423,5,0,0,0,,,,,
1473958721.408964,5,0,0,0,,,,,
1473958722.408543,5,0,0,0,,,,,
1473958723.408553,5,0,0,0,,,,,
1473958724.408536,5,0,0,0,,,,,
1473958725.408548,5,0,0,0,,,,,
1473958726.408537,5,0,0,0,,,,,
1473958727.408529,5,0,0,0,,,,,
1473958728.408630,5,0,0,0,,,,,
1473958729.408992,5,0,0,0,,,,,
1473958730.072661,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958730.073974,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958730.408531,5,0,0,0,,,,,
1473958731.408618,5,0,0,0,,,,,
1473958732.408724,5,0,0,0,,,,,
1473958733.408536,5,0,0,0,,,,,
1473958734.408707,5,0,0,0,,,,,
1473958735.409066,5,0,0,0,,,,,
1473958736.408528,5,0,0,0,,,,,
1473958737.408551,5,0,0,0,,,,,
1473958738.221687,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958738.408541,5,0,0,0,,,,,
1473958739.082746,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958739.408538,5,0,0,0,,,,,
1473958740.408538,5,0,0,0,,,,,
1473958741.409874,5,0,0,0,,,,,
1473958742.408549,5,0,0,0,,,,,
1473958743.078278,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958743.408590,5,0,0,0,,,,,
1473958744.081998,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958744.408538,5,0,0,0,,,,,
1473958745.408878,5,0,0,0,,,,,
1473958746.408539,5,0,0,0,,,,,
1473958747.101357,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958747.160294,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958747.408541,5,0,0,0,,,,,
1473958748.408912,5,0,0,0,,,,,
1473958749.408540,5,0,0,0,,,,,
1473958750.408535,5,0,0,0,,,,,
1473958751.075454,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958751.084084,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958751.409125,5,0,0,0,,,,,
1473958752.408530,5,0,0,0,,,,,
1473958753.408763,5,0,0,0,,,,,
1473958754.408532,5,0,0,0,,,,,
1473958755.409269,5,0,0,0,,,,,
1473958756.408544,5,0,0,0,,,,,
1473958757.408561,5,0,0,0,,,,,
1473958758.408759,5,0,0,0,,,,,
1473958759.408663,5,0,0,0,,,,,
1473958760.408535,5,0,0,0,,,,,
1473958761.408536,5,0,0,0,,,,,
1473958762.408531,5,0,0,0,,,,,
1473958763.408550,5,0,0,0,,,,,
1473958764.408537,5,0,0,0,,,,,
1473958765.409252,5,0,0,0,,,,,
1473958766.408991,5,0,0,0,,,,,
1473958767.409075,5,0,0,0,,,,,
1473958768.409451,5,0,0,0,,,,,
1473958769.409767,5,0,0,0,,,,,
1473958770.408531,5,0,0,0,,,,,
1473958771.408553,5,0,0,0,,,,,
1473958772.408917,5,0,0,0,,,,,
1473958773.408550,5,0,0,0,,,,,
1473958774.409679,5,0,0,0,,,,,
1473958775.408542,5,0,0,0,,,,,
1473958776.408542,5,0,0,0,,,,,
1473958777.408551,5,0,0,0,,,,,
1473958778.408648,5,0,0,0,,,,,
1473958779.408881,5,0,0,0,,,,,
1473958780.408539,5,0,0,0,,,,,
1473958781.409054,5,0,0,0,,,,,
1473958782.408946,5,0,0,0,,,,,
1473958783.408601,5,0,0,0,,,,,
1473958784.408541,5,0,0,0,,,,,
1473958785.408967,5,0,0,0,,,,,
1473958786.408541,5,0,0,0,,,,,
1473958787.408538,5,0,0,0,,,,,
1473958788.409502,5,0,0,0,,,,,
1473958789.408661,5,0,0,0,,,,,
1473958790.408543,5,0,0,0,,,,,
1473958791.408678,5,0,0,0,,,,,
1473958792.409037,5,0,0,0,,,,,
1473958793.409145,5,0,0,0,,,,,
1473958794.408580,5,0,0,0,,,,,
1473958795.408873,5,0,0,0,,,,,
1473958796.408534,5,0,0,0,,,,,
1473958797.409689,5,0,0,0,,,,,
1473958798.409709,5,0,0,0,,,,,
1473958799.408538,5,0,0,0,,,,,
1473958800.408568,5,0,0,0,,,,,
1473958801.408591,5,0,0,0,,,,,
1473958802.408532,5,0,0,0,,,,,
1473958803.408543,5,0,0,0,,,,,
1473958804.408649,5,0,0,0,,,,,
1473958805.408540,5,0,0,0,,,,,
1473958806.408555,5,0,0,0,,,,,
1473958807.408529,5,0,0,0,,,,,
1473958808.408945,5,0,0,0,,,,,
1473958809.408535,5,0,0,0,,,,,
1473958810.408547,5,0,0,0,,,,,
1473958811.408544,5,0,0,0,,,,,
1473958812.408561,5,0,0,0,,,,,
1473958813.409006,5,0,0,0,,,,,
1473958814.410690,5,0,0,0,,,,,
1473958815.408541,5,0,0,0,,,,,
1473958816.408538,5,0,0,0,,,,,
1473958817.409198,5,0,0,0,,,,,
1473958818.408535,5,0,0,0,,,,,
1473958819.408535,5,0,0,0,,,,,
1473958820.408541,5,0,0,0,,,,,
1473958821.408528,5,0,0,0,,,,,
1473958822.408534,5,0,0,0,,,,,
1473958823.408525,5,0,0,0,,,,,
1473958824.408532,5,0,0,0,,,,,
1473958825.408539,5,0,0,0,,,,,
1473958826.408540,5,0,0,0,,,,,
1473958827.410023,5,0,0,0,,,,,
1473958828.408673,5,0,0,0,,,,,
1473958829.408536,5,0,0,0,,,,,
1473958830.408830,5,0,0,0,,,,,
1473958831.408634,5,0,0,0,,,,,
1473958832.409559,5,0,0,0,,,,,
1473958833.411108,5,0,0,0,,,,,
1473958834.408773,5,0,0,0,,,,,
1473958835.408555,5,0,0,0,,,,,
1473958836.409214,5,0,0,0,,,,,
1473958837.408677,5,0,0,0,,,,,
1473958838.408902,5,0,0,0,,,,,
1473958839.408690,5,0,0,0,,,,,
1473958840.409074,5,0,0,0,,,,,
1473958841.408541,5,0,0,0,,,,,
1473958842.408634,5,0,0,0,,,,,
1473958843.408544,5,0,0,0,,,,,
1473958844.408554,5,0,0,0,,,,,
1473958844.492878,5,0,0,0,,,,,
1473958845.408711,5,0,0,0,,,,,
1473958846.409340,5,0,0,0,,,,,
1473958847.408532,5,0,0,0,,,,,
1473958848.408952,5,0,0,0,,,,,
1473958849.408543,5,0,0,0,,,,,
1473958850.409006,5,0,0,0,,,,,
1473958851.408557,5,0,0,0,,,,,
1473958852.409347,5,0,0,0,,,,,
1473958853.412453,5,0,0,0,,,,,
1473958854.408971,5,0,0,0,,,,,
1473958855.409066,5,0,0,0,,,,,
1473958856.408955,5,0,0,0,,,,,
1473958857.408532,5,0,0,0,,,,,
1473958858.408584,5,0,0,0,,,,,
1473958859.408924,5,0,0,0,,,,,
1473958860.408533,5,0,0,0,,,,,
1473958861.408561,5,0,0,0,,,,,
1473958862.408550,5,0,0,0,,,,,
1473958863.408544,5,0,0,0,,,,,
1473958864.408528,5,0,0,0,,,,,
1473958865.408592,5,0,0,0,,,,,
1473958866.408542,5,0,0,0,,,,,
1473958867.408530,5,0,0,0,,,,,
1473958868.408539,5,0,0,0,,,,,
1473958869.409219,5,0,0,0,,,,,
1473958870.408552,5,0,0,0,,,,,
1473958871.408528,5,0,0,0,,,,,
1473958872.408542,5,0,0,0,,,,,
1473958873.408545,5,0,0,0,,,,,
1473958874.408652,5,0,0,0,,,,,
1473958875.408532,5,0,0,0,,,,,
1473958876.408528,5,0,0,0,,,,,
1473958877.408614,5,0,0,0,,,,,
1473958878.408538,5,0,0,0,,,,,
1473958879.410303,5,0,0,0,,,,,
1473958880.408803,5,0,0,0,,,,,
1473958881.408686,5,0,0,0,,,,,
1473958882.409772,5,0,0,0,,,,,
1473958883.408530,5,0,0,0,,,,,
1473958884.408540,5,0,0,0,,,,,
1473958885.080705,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958885.290325,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958885.408552,5,0,0,0,,,,,
1473958886.408566,5,0,0,0,,,,,
1473958887.408542,5,0,0,0,,,,,
1473958888.408541,5,0,0,0,,,,,
1473958889.408599,5,0,0,0,,,,,
1473958890.408955,5,0,0,0,,,,,
1473958891.408542,5,0,0,0,,,,,
1473958892.408533,5,0,0,0,,,,,
1473958893.408542,5,0,0,0,,,,,
1473958894.409759,5,0,0,0,,,,,
1473958895.408863,5,0,0,0,,,,,
1473958896.075041,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958896.076355,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958896.408535,5,0,0,0,,,,,
1473958897.408563,5,0,0,0,,,,,
1473958898.077582,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958898.078150,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958898.408540,5,0,0,0,,,,,
1473958899.408549,5,0,0,0,,,,,
1473958900.410906,5,0,0,0,,,,,
1473958901.409143,5,0,0,0,,,,,
1473958902.408542,5,0,0,0,,,,,
1473958903.082476,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958903.409380,5,0,0,0,,,,,
1473958904.100748,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958904.408958,5,0,0,0,,,,,
1473958905.408540,5,0,0,0,,,,,
1473958906.408589,5,0,0,0,,,,,
1473958907.409131,5,0,0,0,,,,,
1473958908.408549,5,0,0,0,,,,,
1473958909.408532,5,0,0,0,,,,,
1473958910.408540,5,0,0,0,,,,,
1473958911.408533,5,0,0,0,,,,,
1473958912.408532,5,0,0,0,,,,,
1473958913.408544,5,0,0,0,,,,,
1473958914.408703,5,0,0,0,,,,,
1473958915.408531,5,0,0,0,,,,,
1473958916.408534,5,0,0,0,,,,,
1473958917.409153,5,0,0,0,,,,,
1473958918.408542,5,0,0,0,,,,,
1473958919.408533,5,0,0,0,,,,,
1473958920.409427,5,0,0,0,,,,,
1473958921.409045,5,0,0,0,,,,,
1473958922.408539,5,0,0,0,,,,,
1473958923.408538,5,0,0,0,,,,,
1473958924.408530,5,0,0,0,,,,,
1473958925.408533,5,0,0,0,,,,,
1473958926.408539,5,0,0,0,,,,,
1473958927.408973,5,0,0,0,,,,,
1473958928.408539,5,0,0,0,,,,,
1473958929.408551,5,0,0,0,,,,,
1473958930.408528,5,0,0,0,,,,,
1473958931.409738,5,0,0,0,,,,,
1473958932.408530,5,0,0,0,,,,,
1473958933.411200,5,0,0,0,,,,,
1473958934.408822,5,0,0,0,,,,,
1473958935.408895,5,0,0,0,,,,,
1473958936.408660,5,0,0,0,,,,,
1473958937.409758,5,0,0,0,,,,,
1473958938.410142,5,0,0,0,,,,,
1473958939.408540,5,0,0,0,,,,,
1473958940.408742,5,0,0,0,,,,,
1473958941.408536,5,0,0,0,,,,,
1473958942.408648,5,0,0,0,,,,,
1473958943.408541,5,0,0,0,,,,,
1473958944.408576,5,0,0,0,,,,,
1473958945.408557,5,0,0,0,,,,,
1473958946.408552,5,0,0,0,,,,,
1473958947.408674,5,0,0,0,,,,,
1473958948.408688,5,0,0,0,,,,,
1473958949.408531,5,0,0,0,,,,,
1473958950.408538,5,0,0,0,,,,,
1473958951.408541,5,0,0,0,,,,,
1473958952.408561,5,0,0,0,,,,,
1473958953.408551,5,0,0,0,,,,,
1473958954.408618,5,0,0,0,,,,,
1473958955.408542,5,0,0,0,,,,,
1473958956.408543,5,0,0,0,,,,,
1473958957.409243,5,0,0,0,,,,,
1473958958.408533,5,0,0,0,,,,,
1473958959.408543,5,0,0,0,,,,,
1473958960.074633,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958960.076652,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958960.408534,5,0,0,0,,,,,
1473958961.408540,5,0,0,0,,,,,
1473958962.408536,5,0,0,0,,,,,
1473958963.408818,5,0,0,0,,,,,
1473958964.408542,5,0,0,0,,,,,
1473958965.408600,5,0,0,0,,,,,
1473958966.408531,5,0,0,0,,,,,
1473958967.408699,5,0,0,0,,,,,
1473958968.410166,5,0,0,0,,,,,
1473958969.410666,5,0,0,0,,,,,
1473958970.409455,5,0,0,0,,,,,
1473958971.408556,5,0,0,0,,,,,
1473958972.408547,5,0,0,0,,,,,
1473958973.411134,5,0,0,0,,,,,
1473958974.408530,5,0,0,0,,,,,
1473958975.409267,5,0,0,0,,,,,
1473958976.408543,5,0,0,0,,,,,
1473958977.408677,5,0,0,0,,,,,
1473958978.408552,5,0,0,0,,,,,
1473958979.408613,5,0,0,0,,,,,
1473958980.408533,5,0,0,0,,,,,
1473958981.408545,5,0,0,0,,,,,
1473958982.408533,5,0,0,0,,,,,
1473958983.409019,5,0,0,0,,,,,
1473958984.409074,5,0,0,0,,,,,
1473958985.086900,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958985.408533,5,0,0,0,,,,,
1473958986.076987,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958986.408540,5,0,0,0,,,,,
1473958987.408744,5,0,0,0,,,,,
1473958988.408772,5,0,0,0,,,,,
1473958989.408730,5,0,0,0,,,,,
1473958990.408602,5,0,0,0,,,,,
1473958991.408543,5,0,0,0,,,,,
1473958992.073498,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958992.074414,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473958992.410476,5,0,0,0,,,,,
1473958993.408533,5,0,0,0,,,,,
1473958994.408543,5,0,0,0,,,,,
1473958995.408875,5,0,0,0,,,,,
1473958996.078608,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473958996.408537,5,0,0,0,,,,,
1473958997.408530,5,0,0,0,,,,,
1473958998.408875,5,0,0,0,,,,,
1473958999.408536,5,0,0,0,,,,,
1473959000.078983,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473959000.408548,5,0,0,0,,,,,
1473959001.408559,5,0,0,0,,,,,
1473959002.078770,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473959002.408533,5,0,0,0,,,,,
1473959003.078862,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473959003.408533,5,0,0,0,,,,,
1473959004.408978,5,0,0,0,,,,,
1473959005.408550,5,0,0,0,,,,,
1473959006.408529,5,0,0,0,,,,,
1473959007.408530,5,0,0,0,,,,,
1473959008.408545,5,0,0,0,,,,,
1473959009.076058,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473959009.076983,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473959009.408616,5,0,0,0,,,,,
1473959010.408551,5,0,0,0,,,,,
1473959011.076698,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473959011.214938,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473959011.408610,5,0,0,0,,,,,
1473959012.409589,5,0,0,0,,,,,
1473959013.408531,5,0,0,0,,,,,
1473959014.076682,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473959014.409021,5,0,0,0,,,,,
1473959015.079361,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473959015.410594,5,0,0,0,,,,,
1473959016.408614,5,0,0,0,,,,,
1473959017.408537,5,0,0,0,,,,,
1473959018.409299,5,0,0,0,,,,,
1473959019.408538,5,0,0,0,,,,,
1473959020.408538,5,0,0,0,,,,,
1473959021.408547,5,0,0,0,,,,,
1473959022.408533,5,0,0,0,,,,,
1473959023.408536,5,0,0,0,,,,,
1473959024.408535,5,0,0,0,,,,,
1473959025.409359,5,0,0,0,,,,,
1473959026.408669,5,0,0,0,,,,,
1473959027.408536,5,0,0,0,,,,,
1473959028.408554,5,0,0,0,,,,,
1473959029.408543,5,0,0,0,,,,,
1473959030.408540,5,0,0,0,,,,,
1473959031.408534,5,0,0,0,,,,,
1473959032.078487,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473959032.113917,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473959032.408542,5,0,0,0,,,,,
1473959033.408701,5,0,0,0,,,,,
1473959034.408537,5,0,0,0,,,,,
1473959035.408535,5,0,0,0,,,,,
