Epoch Time (s),VP State,Steering Control Mode,Thrust Control Mode,Control Plan State,Alarm ID,Alarm Message,Alarm State,Event ID,Event Message
1473949200.144425,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949200.408542,2,4,4,1,,,,,
1473949201.408530,2,4,4,1,,,,,
1473949202.408553,2,4,4,1,,,,,
1473949203.408938,2,4,4,1,,,,,
1473949204.408535,2,4,4,1,,,,,
1473949205.408529,2,4,4,1,,,,,
1473949206.408679,2,4,4,1,,,,,
1473949207.408793,2,4,4,1,,,,,
1473949208.408978,2,4,4,1,,,,,
1473949209.408531,2,4,4,1,,,,,
1473949210.408589,2,4,4,1,,,,,
1473949211.408758,2,4,4,1,,,,,
1473949212.072639,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949212.138708,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949212.408545,2,4,4,1,,,,,
1473949213.408534,2,4,4,1,,,,,
1473949214.408601,2,4,4,1,,,,,
1473949215.408529,2,4,4,1,,,,,
1473949216.408546,2,4,4,1,,,,,
1473949217.408538,2,4,4,1,,,,,
1473949218.408541,2,4,4,1,,,,,
1473949219.408557,2,4,4,1,,,,,
1473949220.408730,2,4,4,1,,,,,
1473949221.408543,2,4,4,1,,,,,
1473949221.619083,,,,,,,,VP_STATE_CHANGE,State changed to Armed
1473949221.619160,4,4,4,,,,,,
1473949222.408903,4,4,4,1,,,,,
1473949223.410406,4,4,4,1,,,,,
1473949224.408538,4,4,4,1,,,,,
1473949225.408535,4,4,4,1,,,,,
1473949226.326930,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949226.408556,4,4,4,1,,,,,
1473949226.787024,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949227.408543,4,4,4,1,,,,,
1473949228.408853,4,4,4,1,,,,,
1473949228.568377,,,,,,,,VP_STATE_CHANGE,State changed to Active
1473949228.568446,5,4,4,,,,,,
1473949229.408530,5,4,4,1,,,,,
1473949230.408664,5,4,4,1,,,,,
1473949231.408538,5,4,4,1,,,,,
1473949232.408530,5,4,4,1,,,,,
1473949233.408996,5,4,4,1,,,,,
1473949234.408661,5,4,4,1,,,,,
1473949235.408536,5,4,4,1,,,,,
1473949236.074457,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949236.408545,5,4,4,1,,,,,
1473949237.076912,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949237.408538,5,4,4,1,,,,,
1473949238.408534,5,4,4,1,,,,,
1473949239.076045,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949239.408542,5,4,4,1,,,,,
1473949240.408532,5,4,4,1,,,,,
1473949240.697871,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949241.408693,5,4,4,1,,,,,
1473949242.408529,5,4,4,1,,,,,
1473949243.408548,5,4,4,1,,,,,
1473949244.408542,5,4,4,1,,,,,
1473949245.408603,5,4,4,1,,,,,
1473949246.408542,5,4,4,1,,,,,
1473949246.527578,5,4,4,1,,,,,
1473949247.408543,5,4,4,1,,,,,
1473949248.408547,5,4,4,1,,,,,
1473949249.408620,5,4,4,1,,,,,
1473949250.408540,5,4,4,1,,,,,
1473949251.408536,5,4,4,1,,,,,
1473949252.408533,5,4,4,1,,,,,
1473949253.269729,,,,,,,,VP_STATE_CHANGE,State changed to Emergency
1473949253.269871,7,4,4,,,,,,
1473949253.271854,,4,4,,,,,,
1473949253.408547,7,4,4,1,,,,,
1473949254.408644,7,4,4,1,,,,,
1473949255.220980,,,,,,,,STEERING_ERROR,Steering Error - Controller Guidance Age error
1473949255.408556,7,4,4,1,,,,,
1473949256.408574,7,4,4,1,,,,,
1473949257.408647,7,4,4,1,,,,,
1473949258.408532,7,4,4,1,,,,,
1473949259.408582,7,4,4,1,,,,,
1473949260.409881,7,4,4,1,,,,,
1473949261.408545,7,4,4,1,,,,,
1473949262.408540,7,4,4,1,,,,,
1473949263.408539,7,4,4,1,,,,,
1473949264.408569,7,4,4,1,,,,,
1473949265.408531,7,4,4,1,,,,,
1473949266.408549,7,4,4,1,,,,,
1473949267.408560,7,4,4,1,,,,,
1473949268.408530,7,4,4,1,,,,,
1473949269.408530,7,4,4,1,,,,,
1473949270.408546,7,4,4,1,,,,,
1473949271.409240,7,4,4,1,,,,,
1473949272.072647,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949272.167150,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949272.409366,7,4,4,1,,,,,
1473949273.409050,7,4,4,1,,,,,
1473949274.410299,7,4,4,1,,,,,
1473949275.408602,7,4,4,1,,,,,
1473949276.408533,7,4,4,1,,,,,
1473949277.408695,7,4,4,1,,,,,
1473949278.408559,7,4,4,1,,,,,
1473949279.408533,7,4,4,1,,,,,
1473949280.408538,7,4,4,1,,,,,
1473949281.408537,7,4,4,1,,,,,
1473949282.409634,7,4,4,1,,,,,
1473949283.409356,7,4,4,1,,,,,
1473949284.408545,7,4,4,1,,,,,
1473949285.408538,7,4,4,1,,,,,
1473949286.408542,7,4,4,1,,,,,
1473949287.078861,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949287.114948,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949287.408528,7,4,4,1,,,,,
1473949288.408554,7,4,4,1,,,,,
1473949289.410076,7,4,4,1,,,,,
1473949290.408620,7,4,4,1,,,,,
1473949291.078545,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949291.408974,7,4,4,1,,,,,
1473949292.073212,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949292.408542,7,4,4,1,,,,,
1473949293.411574,7,4,4,1,,,,,
1473949294.408551,7,4,4,1,,,,,
1473949295.408532,7,4,4,1,,,,,
1473949296.408548,7,4,4,1,,,,,
1473949297.408550,7,4,4,1,,,,,
1473949298.411314,7,4,4,1,,,,,
1473949299.259220,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949299.408528,7,4,4,1,,,,,
1473949300.313149,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949300.408528,7,4,4,1,,,,,
1473949301.408534,7,4,4,1,,,,,
1473949302.408533,7,4,4,1,,,,,
1473949303.408540,7,4,4,1,,,,,
1473949304.408537,7,4,4,1,,,,,
1473949305.408583,7,4,4,1,,,,,
1473949306.408533,7,4,4,1,,,,,
1473949307.408539,7,4,4,1,,,,,
1473949308.408537,7,4,4,1,,,,,
1473949309.411251,7,4,4,1,,,,,
1473949310.408661,7,4,4,1,,,,,
1473949311.408527,7,4,4,1,,,,,
1473949312.408535,7,4,4,1,,,,,
1473949313.411555,7,4,4,1,,,,,
1473949314.078017,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949314.152594,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949314.408534,7,4,4,1,,,,,
1473949315.412273,7,4,4,1,,,,,
1473949316.151550,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949316.181032,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949316.409382,7,4,4,1,,,,,
1473949317.408532,7,4,4,1,,,,,
1473949318.408546,7,4,4,1,,,,,
1473949319.408748,7,4,4,1,,,,,
1473949320.408538,7,4,4,1,,,,,
1473949321.083708,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949321.408593,7,4,4,1,,,,,
1473949322.074503,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949322.408536,7,4,4,1,,,,,
1473949323.408568,7,4,4,1,,,,,
1473949324.074888,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949324.408546,7,4,4,1,,,,,
1473949324.504148,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949325.408540,7,4,4,1,,,,,
1473949326.408533,7,4,4,1,,,,,
1473949327.408552,7,4,4,1,,,,,
1473949328.408675,7,4,4,1,,,,,
1473949329.074454,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949329.124376,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949329.408884,7,4,4,1,,,,,
1473949330.408542,7,4,4,1,,,,,
1473949331.408532,7,4,4,1,,,,,
1473949332.408543,7,4,4,1,,,,,
1473949333.408701,7,4,4,1,,,,,
1473949334.409142,7,4,4,1,,,,,
1473949335.074519,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949335.408535,7,4,4,1,,,,,
1473949336.073249,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949336.408994,7,4,4,1,,,,,
1473949337.408537,7,4,4,1,,,,,
1473949338.408533,7,4,4,1,,,,,
1473949339.408536,7,4,4,1,,,,,
1473949340.408538,7,4,4,1,,,,,
1473949341.408549,7,4,4,1,,,,,
1473949342.408537,7,4,4,1,,,,,
1473949343.408549,7,4,4,1,,,,,
1473949344.409153,7,4,4,1,,,,,
1473949345.408528,7,4,4,1,,,,,
1473949346.408545,7,4,4,1,,,,,
1473949347.408532,7,4,4,1,,,,,
1473949348.408533,7,4,4,1,,,,,
1473949349.408535,7,4,4,1,,,,,
1473949350.408541,7,4,4,1,,,,,
1473949351.408835,7,4,4,1,,,,,
1473949352.408540,7,4,4,1,,,,,
1473949353.408531,7,4,4,1,,,,,
1473949354.408546,7,4,4,1,,,,,
1473949355.408537,7,4,4,1,,,,,
1473949356.408531,7,4,4,1,,,,,
1473949357.408544,7,4,4,1,,,,,
1473949358.408592,7,4,4,1,,,,,
1473949359.408530,7,4,4,1,,,,,
1473949360.408534,7,4,4,1,,,,,
1473949361.408535,7,4,4,1,,,,,
1473949362.408543,7,4,4,1,,,,,
1473949363.072233,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949363.408543,7,4,4,1,,,,,
1473949364.409409,7,4,4,1,,,,,
1473949364.490060,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949365.408563,7,4,4,1,,,,,
1473949366.408532,7,4,4,1,,,,,
1473949367.408534,7,4,4,1,,,,,
1473949368.408646,7,4,4,1,,,,,
1473949369.409470,7,4,4,1,,,,,
1473949370.408721,7,4,4,1,,,,,
1473949371.408537,7,4,4,1,,,,,
1473949372.408664,7,4,4,1,,,,,
1473949373.096959,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949373.161663,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949373.408541,7,4,4,1,,,,,
1473949374.408532,7,4,4,1,,,,,
1473949375.408530,7,4,4,1,,,,,
1473949376.408619,7,4,4,1,,,,,
1473949377.408641,7,4,4,1,,,,,
1473949378.408544,7,4,4,1,,,,,
1473949379.408540,7,4,4,1,,,,,
1473949380.408571,7,4,4,1,,,,,
1473949381.408536,7,4,4,1,,,,,
1473949382.408556,7,4,4,1,,,,,
1473949383.408542,7,4,4,1,,,,,
1473949384.408533,7,4,4,1,,,,,
1473949385.408538,7,4,4,1,,,,,
1473949386.408543,7,4,4,1,,,,,
1473949387.409633,7,4,4,1,,,,,
1473949388.408534,7,4,4,1,,,,,
1473949389.408858,7,4,4,1,,,,,
1473949390.408540,7,4,4,1,,,,,
1473949391.408530,7,4,4,1,,,,,
1473949392.408545,7,4,4,1,,,,,
1473949393.408527,7,4,4,1,,,,,
1473949394.408539,7,4,4,1,,,,,
1473949395.408532,7,4,4,1,,,,,
1473949396.408529,7,4,4,1,,,,,
1473949397.408526,7,4,4,1,,,,,
1473949398.408540,7,4,4,1,,,,,
1473949399.408532,7,4,4,1,,,,,
1473949400.408537,7,4,4,1,,,,,
1473949401.408658,7,4,4,1,,,,,
1473949402.408904,7,4,4,1,,,,,
1473949403.409587,7,4,4,1,,,,,
1473949404.408562,7,4,4,1,,,,,
1473949405.409070,7,4,4,1,,,,,
1473949406.408540,7,4,4,1,,,,,
1473949407.408553,7,4,4,1,,,,,
1473949408.408537,7,4,4,1,,,,,
1473949409.070293,,,,,,,,VP_STATE_CHANGE,State changed to Active
1473949409.070359,5,4,4,,,,,,
1473949409.408659,5,4,4,1,,,,,
1473949410.408546,5,4,4,1,,,,,
1473949411.090748,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949411.221178,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949411.408530,5,4,4,1,,,,,
1473949412.408529,5,4,4,1,,,,,
1473949413.408536,5,4,4,1,,,,,
1473949414.408538,5,4,4,1,,,,,
1473949415.075690,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949415.408534,5,4,4,1,,,,,
1473949416.070317,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949416.408536,5,4,4,1,,,,,
1473949417.408539,5,4,4,1,,,,,
1473949418.072003,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949418.076421,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949418.408530,5,4,4,1,,,,,
1473949419.408542,5,4,4,1,,,,,
1473949420.075938,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949420.408591,5,4,4,1,,,,,
1473949421.077305,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949421.408535,5,4,4,1,,,,,
1473949422.409248,5,4,4,1,,,,,
1473949423.408530,5,4,4,1,,,,,
1473949424.408546,5,4,4,1,,,,,
1473949425.408571,5,4,4,1,,,,,
1473949426.408531,5,4,4,1,,,,,
1473949427.408929,5,4,4,1,,,,,
1473949428.408532,5,4,4,1,,,,,
1473949429.408547,5,4,4,1,,,,,
1473949430.408541,5,4,4,1,,,,,
1473949431.408538,5,4,4,1,,,,,
1473949432.408571,5,4,4,1,,,,,
1473949433.408544,5,4,4,1,,,,,
1473949434.408537,5,4,4,1,,,,,
1473949435.408546,5,4,4,1,,,,,
1473949436.408566,5,4,4,1,,,,,
1473949437.408546,5,4,4,1,,,,,
1473949438.408875,5,4,4,1,,,,,
1473949439.408558,5,4,4,1,,,,,
1473949440.408614,5,4,4,1,,,,,
1473949441.408531,5,4,4,1,,,,,
1473949442.408652,5,4,4,1,,,,,
1473949443.408539,5,4,4,1,,,,,
1473949444.408535,5,4,4,1,,,,,
1473949445.408546,5,4,4,1,,,,,
1473949446.408592,5,4,4,1,,,,,
1473949447.408582,5,4,4,1,,,,,
1473949448.408891,5,4,4,1,,,,,
1473949449.408540,5,4,4,1,,,,,
1473949450.408542,5,4,4,1,,,,,
1473949451.408569,5,4,4,1,,,,,
1473949452.408556,5,4,4,1,,,,,
1473949453.408819,5,4,4,1,,,,,
1473949454.409526,5,4,4,1,,,,,
1473949455.408542,5,4,4,1,,,,,
1473949456.408614,5,4,4,1,,,,,
1473949457.075346,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949457.408587,5,4,4,1,,,,,
1473949458.408572,5,4,4,1,,,,,
1473949459.072927,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949459.408718,5,4,4,1,,,,,
1473949460.408606,5,4,4,1,,,,,
1473949461.408638,5,4,4,1,,,,,
1473949462.408535,5,4,4,1,,,,,
1473949463.408542,5,4,4,1,,,,,
1473949464.409340,5,4,4,1,,,,,
1473949465.075675,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949465.254796,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949465.408545,5,4,4,1,,,,,
1473949466.408546,5,4,4,1,,,,,
1473949467.408535,5,4,4,1,,,,,
1473949468.408578,5,4,4,1,,,,,
1473949469.408743,5,4,4,1,,,,,
1473949470.408568,5,4,4,1,,,,,
1473949471.409475,5,4,4,1,,,,,
1473949472.409097,5,4,4,1,,,,,
1473949473.408534,5,4,4,1,,,,,
1473949474.408585,5,4,4,1,,,,,
1473949475.408838,5,4,4,1,,,,,
1473949476.408534,5,4,4,1,,,,,
1473949477.408542,5,4,4,1,,,,,
1473949478.408533,5,4,4,1,,,,,
1473949479.206112,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949479.213190,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949479.408767,5,4,4,1,,,,,
1473949480.408549,5,4,4,1,,,,,
1473949481.408547,5,4,4,1,,,,,
1473949482.408531,5,4,4,1,,,,,
1473949483.408533,5,4,4,1,,,,,
1473949484.408531,5,4,4,1,,,,,
1473949485.408535,5,4,4,1,,,,,
1473949486.408539,5,4,4,1,,,,,
1473949487.408537,5,4,4,1,,,,,
1473949488.408547,5,4,4,1,,,,,
1473949489.072872,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949489.408609,5,4,4,1,,,,,
1473949489.410510,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949490.408541,5,4,4,1,,,,,
1473949491.409130,5,4,4,1,,,,,
1473949492.408643,5,4,4,1,,,,,
1473949493.408704,5,4,4,1,,,,,
1473949494.410060,5,4,4,1,,,,,
1473949495.408531,5,4,4,1,,,,,
1473949496.408538,5,4,4,1,,,,,
1473949497.408559,5,4,4,1,,,,,
1473949498.409001,5,4,4,1,,,,,
1473949499.408540,5,4,4,1,,,,,
1473949500.408913,5,4,4,1,,,,,
1473949501.408540,5,4,4,1,,,,,
1473949502.408562,5,4,4,1,,,,,
1473949503.408534,5,4,4,1,,,,,
1473949504.408533,5,4,4,1,,,,,
1473949505.408621,5,4,4,1,,,,,
1473949506.408540,5,4,4,1,,,,,
1473949507.408708,5,4,4,1,,,,,
1473949508.408545,5,4,4,1,,,,,
1473949509.408534,5,4,4,1,,,,,
1473949510.409573,5,4,4,1,,,,,
1473949511.409492,5,4,4,1,,,,,
1473949512.409164,5,4,4,1,,,,,
1473949513.410237,5,4,4,1,,,,,
1473949514.408676,5,4,4,1,,,,,
1473949515.408536,5,4,4,1,,,,,
1473949516.408528,5,4,4,1,,,,,
1473949517.408614,5,4,4,1,,,,,
1473949518.408542,5,4,4,1,,,,,
1473949519.408538,5,4,4,1,,,,,
1473949520.408539,5,4,4,1,,,,,
1473949521.408533,5,4,4,1,,,,,
1473949522.408539,5,4,4,1,,,,,
1473949523.408546,5,4,4,1,,,,,
1473949524.408543,5,4,4,1,,,,,
1473949525.408536,5,4,4,1,,,,,
1473949526.408543,5,4,4,1,,,,,
1473949527.408623,5,4,4,1,,,,,
1473949527.652247,,,,,,,,VP_STATE_CHANGE,State changed to Emergency
1473949527.652321,7,4,4,,,,,,
1473949527.655923,,4,4,,,,,,
1473949528.408548,7,4,4,1,,,,,
1473949529.408537,7,4,4,1,,,,,
1473949529.619389,,,,,,,,STEERING_ERROR,Steering Error - Controller Guidance Age error
1473949530.408547,7,4,4,1,,,,,
1473949531.408539,7,4,4,1,,,,,
1473949532.073218,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949532.145507,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949532.408533,7,4,4,1,,,,,
1473949533.408538,7,4,4,1,,,,,
1473949534.408540,7,4,4,1,,,,,
1473949535.408611,7,4,4,1,,,,,
1473949536.408618,7,4,4,1,,,,,
1473949537.408541,7,4,4,1,,,,,
1473949538.408540,7,4,4,1,,,,,
1473949539.408537,7,4,4,1,,,,,
1473949540.408547,7,4,4,1,,,,,
1473949541.408532,7,4,4,1,,,,,
1473949542.408543,7,4,4,1,,,,,
1473949543.408533,7,4,4,1,,,,,
1473949544.408553,7,4,4,1,,,,,
1473949545.408717,7,4,4,1,,,,,
1473949546.073393,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949546.409450,7,4,4,1,,,,,
1473949546.527683,7,4,4,1,,,,,
1473949546.531926,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949547.408540,7,4,4,1,,,,,
1473949548.408543,7,4,4,1,,,,,
1473949548.418294,,,,,,,,VP_STATE_CHANGE,State changed to Active
1473949548.418355,5,4,4,,,,,,
1473949549.408542,5,4,4,1,,,,,
1473949550.408544,5,4,4,1,,,,,
1473949551.408551,5,4,4,1,,,,,
1473949552.408650,5,4,4,1,,,,,
1473949553.408534,5,4,4,1,,,,,
1473949554.408537,5,4,4,1,,,,,
1473949555.408548,5,4,4,1,,,,,
1473949556.408554,5,4,4,1,,,,,
1473949557.408537,5,4,4,1,,,,,
1473949558.408553,5,4,4,1,,,,,
1473949559.408551,5,4,4,1,,,,,
1473949560.408533,5,4,4,1,,,,,
1473949561.408541,5,4,4,1,,,,,
1473949562.408593,5,4,4,1,,,,,
1473949563.408549,5,4,4,1,,,,,
1473949564.408543,5,4,4,1,,,,,
1473949565.408540,5,4,4,1,,,,,
1473949566.408526,5,4,4,1,,,,,
1473949567.408558,5,4,4,1,,,,,
1473949568.410358,5,4,4,1,,,,,
1473949569.408544,5,4,4,1,,,,,
1473949570.408533,5,4,4,1,,,,,
1473949571.409065,5,4,4,1,,,,,
1473949572.408835,5,4,4,1,,,,,
1473949573.408533,5,4,4,1,,,,,
1473949574.408812,5,4,4,1,,,,,
1473949575.408534,5,4,4,1,,,,,
1473949576.408544,5,4,4,1,,,,,
1473949577.408531,5,4,4,1,,,,,
1473949578.408535,5,4,4,1,,,,,
1473949579.408530,5,4,4,1,,,,,
1473949580.409038,5,4,4,1,,,,,
1473949581.408541,5,4,4,1,,,,,
1473949582.408540,5,4,4,1,,,,,
1473949583.409716,5,4,4,1,,,,,
1473949584.408538,5,4,4,1,,,,,
1473949585.408535,5,4,4,1,,,,,
1473949586.408547,5,4,4,1,,,,,
1473949587.408561,5,4,4,1,,,,,
1473949588.408542,5,4,4,1,,,,,
1473949589.408534,5,4,4,1,,,,,
1473949590.408578,5,4,4,1,,,,,
1473949591.408542,5,4,4,1,,,,,
1473949592.408530,5,4,4,1,,,,,
1473949593.408532,5,4,4,1,,,,,
1473949594.408554,5,4,4,1,,,,,
1473949595.408533,5,4,4,1,,,,,
1473949596.409115,5,4,4,1,,,,,
1473949597.409493,5,4,4,1,,,,,
1473949598.408527,5,4,4,1,,,,,
1473949599.408538,5,4,4,1,,,,,
1473949600.408826,5,4,4,1,,,,,
1473949601.409486,5,4,4,1,,,,,
1473949602.408546,5,4,4,1,,,,,
1473949603.408540,5,4,4,1,,,,,
1473949604.409320,5,4,4,1,,,,,
1473949605.408862,5,4,4,1,,,,,
1473949606.409189,5,4,4,1,,,,,
1473949607.408532,5,4,4,1,,,,,
1473949608.409681,5,4,4,1,,,,,
1473949609.408588,5,4,4,1,,,,,
1473949610.408536,5,4,4,1,,,,,
1473949611.408537,5,4,4,1,,,,,
1473949612.408547,5,4,4,1,,,,,
1473949613.408617,5,4,4,1,,,,,
1473949614.408534,5,4,4,1,,,,,
1473949615.408696,5,4,4,1,,,,,
1473949616.191940,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949616.309147,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949616.408533,5,4,4,1,,,,,
1473949617.408545,5,4,4,1,,,,,
1473949618.408535,5,4,4,1,,,,,
1473949619.409425,5,4,4,1,,,,,
1473949620.408598,5,4,4,1,,,,,
1473949621.408541,5,4,4,1,,,,,
1473949622.079843,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949622.084524,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949622.408539,5,4,4,1,,,,,
1473949623.408680,5,4,4,1,,,,,
1473949624.408548,5,4,4,1,,,,,
1473949625.408538,5,4,4,1,,,,,
1473949626.408546,5,4,4,1,,,,,
1473949627.408539,5,4,4,1,,,,,
1473949628.408696,5,4,4,1,,,,,
1473949629.408533,5,4,4,1,,,,,
1473949630.408872,5,4,4,1,,,,,
1473949631.408711,5,4,4,1,,,,,
1473949632.408534,5,4,4,1,,,,,
1473949633.408545,5,4,4,1,,,,,
1473949634.411282,5,4,4,1,,,,,
1473949635.408543,5,4,4,1,,,,,
1473949636.409644,5,4,4,1,,,,,
1473949637.408532,5,4,4,1,,,,,
1473949638.409382,5,4,4,1,,,,,
1473949639.408549,5,4,4,1,,,,,
1473949640.408539,5,4,4,1,,,,,
1473949641.408543,5,4,4,1,,,,,
1473949642.408859,5,4,4,1,,,,,
1473949643.408872,5,4,4,1,,,,,
1473949644.409447,5,4,4,1,,,,,
1473949645.408534,5,4,4,1,,,,,
1473949646.409091,5,4,4,1,,,,,
1473949647.409177,5,4,4,1,,,,,
1473949648.409030,5,4,4,1,,,,,
1473949649.408962,5,4,4,1,,,,,
1473949650.408537,5,4,4,1,,,,,
1473949651.408528,5,4,4,1,,,,,
1473949652.408862,5,4,4,1,,,,,
1473949653.408535,5,4,4,1,,,,,
1473949654.408672,5,4,4,1,,,,,
1473949655.408667,5,4,4,1,,,,,
1473949656.409090,5,4,4,1,,,,,
1473949657.409147,5,4,4,1,,,,,
1473949658.408718,5,4,4,1,,,,,
1473949659.408540,5,4,4,1,,,,,
1473949660.408626,5,4,4,1,,,,,
1473949661.410482,5,4,4,1,,,,,
1473949662.408561,5,4,4,1,,,,,
1473949663.409938,5,4,4,1,,,,,
1473949664.408909,5,4,4,1,,,,,
1473949665.408556,5,4,4,1,,,,,
1473949666.408601,5,4,4,1,,,,,
1473949667.150652,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949667.183981,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949667.408646,5,4,4,1,,,,,
1473949668.408534,5,4,4,1,,,,,
1473949669.408531,5,4,4,1,,,,,
1473949670.408656,5,4,4,1,,,,,
1473949671.408534,5,4,4,1,,,,,
1473949672.408537,5,4,4,1,,,,,
1473949673.408531,5,4,4,1,,,,,
1473949674.410221,5,4,4,1,,,,,
1473949675.408541,5,4,4,1,,,,,
1473949676.408729,5,4,4,1,,,,,
1473949677.408536,5,4,4,1,,,,,
1473949678.408638,5,4,4,1,,,,,
1473949679.408546,5,4,4,1,,,,,
1473949680.408800,5,4,4,1,,,,,
1473949681.408534,5,4,4,1,,,,,
1473949682.408539,5,4,4,1,,,,,
1473949683.408543,5,4,4,1,,,,,
1473949684.408532,5,4,4,1,,,,,
1473949685.408573,5,4,4,1,,,,,
1473949686.408621,5,4,4,1,,,,,
1473949687.410211,5,4,4,1,,,,,
1473949688.408626,5,4,4,1,,,,,
1473949689.408537,5,4,4,1,,,,,
1473949690.075397,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link timed out,1,,
1473949690.170605,,,,,CONTROL_LINK_TIMEOUT,Control link timeout - Control link re-established,0,,
1473949690.408528,5,4,4,1,,,,,
1473949691.408538,5,4,4,1,,,,,
1473949692.408534,5,4,4,1,,,,,
1473949693.408908,5,4,4,1,,,,,
1473949694.408545,5,4,4,1,,,,,
1473949695.408531,5,4,4,1,,,,,
1473949696.408545,5,4,4,1,,,,,
1473949697.408545,5,4,4,1,,,,,
1473949697.849996,,,,,,,,VP_STATE_CHANGE,State changed to Emergency
